id,BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9,fr_COO,fr_COO2,EC1,EC2,EC3,EC4,EC5,EC6
3573,171.2215146,5.485269665,3.050476816,3.050476816,1.836233746,1.836233746,0.946351261,0.492394699,0.0,0.0,175.0956913,0.80952381,1.571428571,1.857142857,-0.57,160.092,6.94,9.893518519,-0.369814815,3,6.041840829,0.0,0.0,12.84164325,6.544756406,5.959554569,18.88348408,4.794537184,24.83333333,0,0,1,0,1,0,0,0
3574,713.0939658,11.5284071,6.252657428,9.765694854,4.248140504,6.465608489,4.207174857,2.890255177,68.97170326,0.0,422.082542,1.357142857,2.035714286,2.535714286,-1.06,399.092,4.154841685,11.59562118,-4.853431573,13,30.64376672,13.79200241,0.0,0.0,0.0,31.26557236,61.41178456,13.88333263,77.31308217,1,1,1,0,1,0,0,0
3575,777.97269,11.88721133,7.987773443,8.288050943,5.526831883,6.169832633,3.424977286,2.285830836,49.36838,6.606881965,270.0528234,1.1775,1.8775,2.1875,-2.4,260.16,3.246914653,11.3336963,-1.568935185,6,24.41586555,0.0,0.0,24.11700725,5.563451492,17.72185552,36.62379833,4.736862954,72.63926725,0,0,1,0,0,0,1,0
3576,212.9284414,5.920538064,3.281313951,3.281313951,2.633793445,2.633793445,1.923139166,1.081733811,24.02229223,12.20793278,272.0684735,1.642857143,2.142857143,2.428571429,-1.1,248.196,3.848565935,10.89680702,-1.0625,5,12.20793278,11.93861058,0.0,19.38639965,0.0,11.93861058,19.26246487,9.589074368,44.5,2,2,1,1,0,1,0,0
3577,844.3779317,13.84845405,8.297079973,8.297079973,8.322950235,8.322950235,8.48143796,7.089501167,46.37785356,29.82891977,444.3967309,1.051282051,1.719298246,2.304347826,-2.95,395.245,3.247122771,11.09478138,-4.742887023,11,0.0,136.6882986,0.0,0.0,0.0,15.64539425,62.10730426,22.70133806,77.16666667,0,0,1,1,0,0,0,0
3578,250.2557124,5.198377303,3.975043486,3.975043486,2.719449317,2.719449317,1.592898498,0.895229535,0.0,5.907179729,174.1116757,1.333333333,2.222222222,2.666666667,-1.68,164.072,4.402931287,11.05018763,-0.924047451,4,17.77138427,0.0,0.0,0.0,6.420821623,0.0,24.53980033,4.794537184,35.16666667,0,0,0,0,1,0,0,1
3579,133.7744375,5.215214055,2.965421244,2.965421244,1.961291813,1.961291813,1.139617315,0.790638472,5.601050811,11.49902367,156.0422587,1.272727273,1.909090909,2.363636364,-0.4,148.073,1.074893623,10.23630212,-0.091878307,3,0.0,0.0,13.8474744,12.13273414,0.0,0.0,19.26246487,0.0,32.16666667,0,0,1,1,0,0,0,0
3580,568.3716415,10.11487952,8.858718411,8.858718411,5.526831883,5.526831883,3.97897261,2.151882328,0.0,11.49902367,324.1725446,1.230769231,1.692307692,2.769230769,-0.12,300.228,2.51689431,9.912037037,0.137362056,1,0.0,0.0,34.94737391,53.37823529,0.0,0.0,61.41178456,4.736862954,21.17824074,0,0,1,1,0,0,0,0
3581,878.908335,13.58473598,8.911314634,11.86735324,6.761167951,9.80487247,6.313637907,2.47804266,20.0306299,18.6287544,373.0943709,1.147058824,1.823529412,2.470588235,-1.34,354.235,10.31986684,11.81749711,-4.95517236,8,0.0,105.5342152,11.33678588,13.8474744,21.54489686,78.62793897,30.64376672,18.34940556,47.4024844,0,0,1,0,0,0,1,0
3582,1779.053369,22.04735027,14.1130581,20.67153876,11.43515478,16.26590371,8.28115087,5.752720343,90.65893834,42.24492876,883.131253,1.094339623,1.742857143,2.4,-2.48,823.306,13.91842833,12.76006358,-5.589364337,28,36.25988634,23.46809137,25.60935935,6.9237372,36.59608456,69.14135342,69.41002225,50.69749222,108.2331294,0,0,1,1,1,0,0,0
3583,817.831127,11.6177235,7.089119243,7.089119243,7.036836457,7.036836457,5.218940429,3.358503582,74.62554849,0.0,342.1162115,1.0,1.866666667,2.366666667,-0.44,320.121,3.848565935,9.993880386,-1.231481482,10,24.91878113,0.0,0.0,0.0,0.0,0.0,61.41178456,14.21058886,74.83333333,0,0,0,1,0,1,1,0
3584,305.926212,4.877010098,2.932841772,2.932841772,2.879731297,2.879731297,1.287269166,0.89532672,0.0,5.749511833,113.0476785,1.714285714,2.142857143,2.428571429,-1.26,106.06,1.895375402,10.51097458,-0.859335895,4,0.0,0.0,0.0,18.19910121,0.0,5.687386275,0.0,0.0,24.91666667,0,0,1,1,0,0,0,0
3585,102.6059378,3.180739213,1.689532624,1.689532624,1.134922174,1.134922174,0.461239621,0.0,6.606881965,6.606881965,117.0578492,1.545454546,2.272727273,2.818181818,-0.53,106.06,3.43,8.55437037,-0.385972222,3,0.0,0.0,0.0,0.0,0.0,0.0,6.606881965,4.736862954,20.5,0,0,1,1,0,0,0,0
3586,149.1036009,6.011637234,4.247400241,4.247400241,3.478541596,3.478541596,1.520844812,0.739510888,0.0,0.0,168.0422587,0.80952381,1.692307692,2.277966102,-1.02,160.084,2.501041667,10.33300249,0.291342593,5,6.606881965,0.0,0.0,30.59536138,12.58659724,5.783244946,43.64375654,0.0,35.66666667,0,0,1,0,0,1,0,1
3587,254.583169,4.698377303,2.840840959,2.840840959,1.820489138,1.820489138,1.126005749,0.572905032,5.969305288,6.420821623,148.0735589,1.583333333,2.0,2.75,-0.57,132.074,5.43,10.23630212,-0.912638889,3,6.041840829,5.969305288,0.0,19.38639965,6.420821623,5.969305288,19.38639965,4.794537184,26.66666667,1,1,1,1,0,0,0,0
3588,553.9788373,10.26336877,6.868527788,6.868527788,5.788793285,5.788793285,2.920429258,1.642461515,5.969305288,11.49902367,358.0963587,1.363636364,1.863636364,2.181818182,-2.21,335.169,3.26101108,10.76485572,-2.180555556,8,12.20793278,5.969305288,0.0,23.77220574,6.076020107,11.87648502,36.75459322,14.32593732,74.91507101,1,1,0,1,0,1,0,0
3589,1785.110653,24.91094036,15.0605295,21.52869494,12.2967398,17.6318227,11.95569122,4.57621374,84.55497195,41.60735208,1015.507362,1.0,1.722222222,2.366666667,-2.44,936.486,13.3506213,12.6421127,-5.573146669,28,36.25988634,23.46809137,25.60935935,0.0,37.09900013,69.14135342,76.278494,50.69749222,110.0003306,0,0,1,1,0,1,0,0
3590,26.26466251,1.732050808,0.447213596,0.447213596,0.0,0.0,0.0,0.0,12.57618725,0.0,59.01909586,1.5,1.666666667,1.666666667,-0.73,50.04,1.47,9.0,-1.333333333,3,0.0,5.969305288,0.0,0.0,0.0,12.57618725,0.0,9.589074368,24.0,1,1,0,1,0,0,0,1
3591,569.4056212,11.5284071,10.08906631,10.08906631,7.591013523,7.591013523,5.658367346,3.977358815,5.969305288,23.48329678,408.2875744,1.166666667,1.933333333,2.5,-1.38,368.259,3.848565935,12.33183493,-1.079725529,4,5.783244946,5.969305288,0.0,38.52492974,6.420821623,11.65669156,83.84280178,9.589074368,53.83333333,1,1,1,0,0,1,0,0
3592,1.77421523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,1.0,1.0,1.0,-0.08,14.007,1.04,4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1
3593,1123.772869,18.81407052,11.84810247,13.96543564,8.525988407,11.128882383,7.94606365,3.69267087,94.59203329,0.0,531.0291402,0.857142857,1.52087553,2.357142857,-7.12,594.335,6.783233904,12.72190385,-5.571954872,13,22.46826802,21.33513764,0.0,6.9237372,35.57381855,15.64539425,62.10730426,31.96194817,70.62664092,0,0,1,1,0,0,0,0
3594,335.6634849,6.365190624,3.177934169,3.177934169,2.514181782,2.514181782,1.126880846,0.452632399,13.92666351,16.98174072,152.0473441,1.2,2.333333333,2.5,-1.85,144.085,3.453383332,9.903102608,-4.833153192,8,6.041840829,13.92666351,0.0,12.13273414,0.0,14.29491799,6.041840829,13.8256584,20.33333333,1,1,1,1,0,0,0,1
3595,566.5146644,15.11547011,12.67564179,12.67564179,7.216240228,7.216240228,6.09088573,4.0051237374,0.0,6.606881965,324.1725446,0.8,1.555555556,2.0,-0.61,300.228,10.22,10.63276221,0.243264283,1,0.0,0.0,34.94737391,92.28899973,0.0,5.783244946,83.84280178,4.794537184,49.0,0,0,1,1,1,0,0,0
3596,103.587975,4.454507022,1.691011045,2.854293982,1.347099667,1.347099667,0.467829884,0.078092629,6.103966388,26.15820566,133.0487411,1.714285714,2.142857143,2.142857143,-0.61,126.051,3.92,10.74953704,-0.450787037,6,0.0,51.58210823,0.0,0.0,0.0,5.783244946,6.103966388,14.15412265,22.5,0,0,1,1,0,0,0,0
3597,201.8713939,5.91279002,3.675670458,3.675670458,2.619451663,2.619451663,1.86705949,0.895229535,24.60192589,0.0,178.047738,1.6,2.0,2.6,-0.61,168.06,5.43,9.119537037,-0.293932387,6,18.31189916,0.0,0.0,0.0,0.0,5.907179729,30.70589228,4.794537184,32.66666667,0,0,0,1,0,0,1,1
3598,327.3995915,7.221032672,4.993336262,4.993336262,3.20985912,3.20985912,2.171404651,1.655059875,11.93861058,11.93861058,154.0266087,1.416666667,2.083333333,2.5,-1.51,136.062,1.303915388,10.51889361,-1.301460297,6,0.0,5.969305288,0.0,0.0,6.420821623,11.93861058,24.41586555,9.589074368,47.0,2,2,0,1,0,1,0,0
3599,163.4161604,5.03658126,3.512633622,3.512633622,1.726205155,2.711803714,1.347807844,0.368293365,12.01114612,0.0,153.0425931,1.444444444,2.111111111,2.555555556,-1.1,146.081,7.266972477,10.07088341,-0.959395314,4,6.041840829,5.969305288,0.0,19.38639965,0.0,11.87648502,18.88348408,4.794537184,33.5,1,1,1,1,0,1,0,0
3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97664013,126.9050216,1.0,1.0,1.0,0.35,126.904,2.209452055,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0
3601,201.1594481,4.16390246,2.274215467,2.274215467,1.640378506,1.640378506,0.946054734,0.28373115,18.04257696,12.17033346,222.0680796,1.571428571,2.0,2.0,-1.35,196.121,4.751885587,10.14372685,-1.667416856,5,6.103966388,5.969305288,0.0,6.420821623,6.420821623,11.75255023,18.6287544,9.589074368,38.83333333,1,1,1,0,0,1,0,0
3602,653.2539995,14.10968,7.494861111,13.7536912,5.143680456,10.47467525,5.926572272,2.5348962075,0.0,0.0,473.1658961,0.441176471,1.0,1.692307692,-0.37,450.053,2.843881471,10.25352838,-0.856064088,6,48.8317311,0.0,0.0,0.0,0.0,0.0,75.77557842,0.0,72.0,0,0,0,0,1,1,0,0
3603,30.24459595,2.27005561,1.081733811,1.081733811,0.512281932,0.512281932,0.320798207,0.0,6.031114512,0.0,60.03236275,2.0,2.0,2.0,-0.57,56.024,2.24,9.574074074,-0.981481482,4,0.0,5.969305288,0.0,0.0,0.0,5.969305288,19.95144079,4.794537184,19.16666667,1,1,0,1,0,1,0,1
3604,306.697838,4.198377303,2.722704946,2.722704946,1.812045589,1.812045589,1.313518152,0.890236306,0.0,0.0,154.1357652,1.545454546,2.272727273,3.0,-1.29,136.109,1.253904639,8.296388574,0.226313043,2,0.0,0.0,0.0,18.19910121,0.0,0.0,0.0,0.0,20.16666667,0,0,1,1,0,0,0,1
3605,627.0938759,9.058550648,6.091315503,6.091315503,4.663357648,4.663357648,3.249848156,2.300064557,0.0,11.51895686,221.1276601,0.863636364,1.454545455,2.045454546,-1.97,206.144,2.191981919,9.254086357,-0.076591607,4,0.0,0.0,6.066367069,18.19910121,17.0997685,11.56648989,0.0,0.0,39.0,0,0,1,1,0,0,0,0
3606,828.6044285,22.04735027,11.59616285,17.071284259,13.69104296,13.69104296,8.449530943,4.001118461,0.0,11.51895686,504.1690349,0.741935484,1.709677419,2.352941177,-1.32,472.182,13.91842833,8.97412415,-0.044020692,1,0.0,0.0,65.5302755,0.0,0.0,0.0,107.7623017,0.0,84.41666667,0,0,1,1,0,0,0,0
3607,569.6758669,11.88697777,6.081422846,6.081422846,4.057735027,4.057735027,2.175580636,1.154881204,29.84358266,11.51895686,226.047738,1.166666667,1.888888889,2.222222222,-2.36,216.108,2.132115028,11.25189389,-1.26537037,6,11.20210162,0.0,19.42057893,12.13273414,17.69618563,0.0,12.52478801,9.088795447,73.0,0,0,0,1,1,0,0,0
3608,254.583169,4.327185822,3.781380651,3.781380651,2.24810394,2.24810394,1.746199961,1.105022151,0.0,5.907179729,154.0266087,1.3,1.8,2.2,-1.1,136.062,3.47,9.444444444,-0.639305556,3,11.34326756,0.0,12.13273414,0.0,0.0,11.34326756,0.0,0.0,26.83333333,0,0,0,1,0,1,0,1
3609,246.796191,5.485269665,3.16257592,5.829901953,2.009483834,5.058916743,3.97897261,1.239132439,21.61469953,0.0,259.045703,1.181818182,1.818181818,2.272727273,0.02,245.039,8.187823283,10.0696073,-5.071521794,9,24.17588835,15.64539425,0.0,12.13273414,12.13273414,15.64539425,24.85665557,17.9644751,36.9881866,0,0,0,0,1,0,1,0
3610,52.7548875,1.414213562,0.447213596,0.447213596,0.0,0.0,0.0,0.0,0.0,6.286160523,133.0375077,1.5,2.666666667,2.666666667,-1.06,124.055,-104.04,8.4444444,0.25,1,0.0,0.0,0.0,0.0,0.0,12.31727504,0.0,0.0,14.83333333,0,0,1,1,0,1,0,0
3611,305.926212,5.125897658,3.931814334,3.931814334,2.82036514,2.82036514,1.917216701,1.439670231,12.01114612,6.420821623,168.0422587,1.357142857,1.857142857,2.0,-1.71,160.084,1.402156142,10.12862245,-1.096666667,4,0.0,5.969305288,12.13273414,17.69618563,6.420821623,5.969305288,12.46266245,11.21535881,46.33333333,1,1,0,1,0,1,0,0
3612,435.7479756,6.275874227,4.3046612,4.304661212,3.323218194,3.323218194,2.579511904,1.239132439,39.03150498,5.907179729,227.0793725,1.375,1.875,2.5,-0.09,214.112,1.074893623,9.119537037,-1.189814815,7,0.0,0.0,0.0,0.0,0.0,0.0,30.70589228,4.794537184,36.16666667,0,0,1,1,0,0,1,1
3613,129.7095059,5.947264863,3.236926701,3.236926701,2.24810276,2.24810276,1.060947936,0.729733843,24.46339859,0.0,148.0371734,1.5,2.0,2.5,-1.1,140.05,3.479710145,10.24579208,-1.002013889,5,6.041840829,11.93861058,0.0,0.0,6.420821623,11.93861058,6.420821623,14.38361155,21.07337963,2,2,1,1,0,1,0,0
3614,201.0384684,6.447264863,4.836950237,4.836950237,3.148640281,3.148640281,1.910460047,0.986671636,20.53354548,23.03791371,176.032088,1.416666667,2.25,2.916666667,-0.2,168.06,7.285016628,10.16026927,-0.910092593,8,0.0,15.64539425,6.066367069,19.38639965,0.0,15.64539425,6.103966388,9.473725908,41.91666667,0,0,1,1,0,0,1,1
3615,358.521063,14.10157273,8.143720494,8.143720494,6.087249213,6.087249213,4.807008219,2.875233638,0.0,13.01697727,329.1627082,1.095238095,1.80952381,2.619047619,-0.96,306.212,3.845969525,11.6008853,-0.407926115,4,0.0,95.47453198,25.49659904,0.0,0.0,6.410095306,83.84280178,0.0,50.30477041,0,0,1,1,0,0,0,0
3616,577.5257954,11.5284071,8.810238463,8.810238463,6.854320402,6.854320402,4.607490277,3.604116724,74.62554849,0.0,329.1627082,1.0,1.733333333,2.333333333,-0.44,306.212,1.948260709,9.618425926,-1.47621058,11,0.0,0.0,0.0,0.0,0.0,0.0,61.41178456,14.21058886,72.98599292,0,0,1,0,1,0,1,0
3617,268.0407971,5.574586063,4.435575305,4.435575305,2.859848442,2.859848442,1.877845245,1.480021478,0.0,11.49902367,152.0473441,1.416666667,2.083333333,2.5,-1.35,144.085,1.636169663,9.439305556,-1.067453704,4,0.0,0.0,18.19910121,24.26546827,12.61766519,0.0,0.0,0.0,41.66666667,0,0,1,1,0,1,0,0
3618,386.5322194,10.81096817,6.548734657,6.548734657,4.783339783,4.783339783,3.737922844,2.275581309,70.17452778,0.0,307.0838063,1.166666667,1.5,2.0,-0.2,290.213,1.948260709,12.33183493,-1.5475,11,24.41586555,0.0,0.0,0.0,19.18694784,0.0,70.81509819,4.736862954,65.33333333,0,0,0,1,0,0,0,1
3619,444.8764011,5.215214055,3.003251875,3.003251875,2.16825712,2.16825712,1.139617315,0.727664288,11.75255023,0.0,154.0266087,1.272727273,1.909090909,2.363636364,-1.91,148.073,1.242693018,10.27170446,-1.291111111,4,0.0,5.969305288,18.19910121,11.62981856,23.52059013,16.87223022,0.0,0.0,39.66666667,1,1,1,1,0,1,0,0
3620,10.26466251,3.804530453,2.57107036,2.57107036,1.092903324,1.092903324,0.451478653,0.0,0.0,6.606881965,118.98029,2.0,2.0,3.0,-0.08,116.075,0.457128341,9.125,0.139722222,2,0.0,0.0,12.13273414,13.8474744,0.0,0.0,0.0,0.0,18.16666667,0,0,1,1,0,0,0,0
3621,128.9196845,4.03658126,2.164137591,2.164137591,1.451898132,1.451898132,0.653029673,0.252713055,18.1151125,0.0,133.0487411,1.333333333,1.888888889,2.222222222,-1.1,126.047,3.479710145,9.721435185,-1.789351852,5,6.103966388,5.969305288,0.0,0.0,0.0,11.75255023,12.52478801,9.589074368,36.16666667,1,1,1,1,0,1,0,0
3622,277.1727756,7.194305874,4.932630519,4.932630519,3.381002826,3.381002826,2.57206529,1.239132439,45.13547137,0.0,260.0297186,1.0625,1.625,2.125,-0.09,247.031,2.976185124,10.50269747,-4.730487804,10,24.41586555,7.822697123,0.0,0.0,0.0,7.822697123,24.9253249,13.8256584,47.1525,1,1,0,1,1,1,0,0
3623,289.7237977,9.040912558,6.78553668,6.78553668,5.390145495,5.390145495,3.97897261,2.071290835,24.60192589,11.21924332,290.2402303,1.162790698,2.074074074,2.619047619,-1.79,272.218,1.72154519,11.09478138,-0.594754259,9,18.31189916,175.031409,45.44866694,0.0,0.0,5.817862778,68.113115126,4.736862954,44.41666667,1,1,1,1,0,0,0,0
3624,131.0369846,4.03658126,2.840840959,2.840840959,1.457012673,1.457012673,0.711731036,0.238985321,18.4979595,0.0,133.0375077,1.0,1.5,1.5,-1.1,126.047,3.479710145,9.964266818,-1.806018519,5,0.0,11.93861058,0.0,0.0,0.0,17.90791586,18.94560963,9.589074368,36.16666667,2,2,1,1,0,1,0,1
3625,170.3657024,5.198377303,2.689532624,2.689532624,1.949718718,1.949718718,1.264280325,0.263350638,11.72847016,12.17033346,154.1357652,1.636363636,2.090909091,2.363636364,-1.3,148.073,5.43,10.31281557,-1.416713908,5,6.286160523,5.969305288,0.0,6.420821623,6.420821623,11.87648502,18.88348408,9.589074368,39.83333333,1,1,0,1,1,0,0,1
3626,197.9734163,5.574586063,3.819603024,3.819603024,2.928571429,2.928571429,1.928571429,0.923242844,12.01114612,5.57310453,180.0633881,1.181818182,1.727272727,2.272727273,-0.61,168.06,5.43,10.22997307,-1.669305556,4,12.20793278,5.969305288,0.0,0.0,18.68403226,5.969305288,6.103966388,4.736862954,26.66666667,1,1,1,1,0,0,0,0
3627,158.34093,6.123609001,4.71624163,4.71624163,2.405843793,2.405843793,1.831593729,0.587186942,0.0,0.0,203.0793725,1.5,2.0,2.375,0.02,190.145,3.453383332,10.47726852,0.291342593,9,0.0,85.61858561,0.0,0.0,0.0,17.74406608,39.21390566,4.794537184,35.65375484,0,0,1,1,0,1,0,0
3628,396.0135696,8.517455851,3.508652845,6.548734657,2.82036514,4.071978498,3.064846292,0.790638472,44.52864632,0.0,356.0733148,0.85,1.5,2.0,0.26,339.092,6.724301321,10.65551816,-5.58406463,21,18.31189916,21.33513764,0.0,0.0,0.0,15.64539425,24.60192589,31.96194817,49.70388889,0,0,0,1,0,0,1,0
3629,797.2157982,9.651101553,5.782063201,6.14802621,4.057260431,5.20651684,3.868930007,1.770578623,31.00783866,23.42117122,329.1627082,1.352941177,2.058823529,2.588235294,-1.22,306.212,8.424398963,11.3788755,-4.781294419,12,18.31189916,7.822697123,0.0,0.0,0.0,7.822697123,24.53980033,13.8256584,51.5,0,0,0,1,0,0,1,0
3630,488.4420408,9.130228955,5.888090439,6.377156753,3.38144649,4.642352501,2.668023337,1.182797872,29.92947196,19.62385924,347.0630844,1.125,1.6875,2.125,-1.26,333.104,7.658655558,11.33642952,-4.781294419,13,13.15163837,15.64539425,0.0,6.076020107,6.076020107,32.62713496,18.94560963,22.70133806,64.76772813,1,1,0,1,1,0,0,0
3631,224.5224119,11.3776292,8.043603933,8.451852223,6.261271941,6.716613742,4.20985912,2.692177983,0.0,0.0,396.3028305,0.85,1.4,1.95,-0.02,356.295,12.74532227,11.91681348,-0.380748326,4,0.0,91.53649165,19.76538045,6.9237372,0.0,17.74406608,70.81509819,4.794537184,48.67897371,0,0,1,1,0,0,0,0
3632,472.4420489,10.9113027,7.985635182,7.985635182,6.052923032,6.052923032,4.302089662,2.011363762,12.07327168,0.0,272.0684735,1.076923077,1.615384615,2.307692308,-0.08,260.207,3.632164519,10.44407407,-0.883391289,7,0.0,0.0,0.0,0.0,0.0,17.74406608,92.11767684,4.794537184,54.5,0,0,0,1,0,1,1,0
3633,281.2118756,11.26536198,5.126641809,5.126641809,4.315983465,4.315983465,2.640964787,1.93355113,23.21784079,17.9118322,244.0695361,1.25,1.833333333,2.3,-1.68,232.107,2.484272212,10.30065142,-1.07037037,4,11.49902367,5.969305288,0.0,26.31013685,11.99392615,5.969305288,25.3043057,9.589074368,46.83333333,1,1,1,1,0,0,0,0
3634,258.4908623,5.464101615,3.366235992,3.366235992,2.640964787,2.640964787,1.507704509,0.653029673,30.70589228,0.0,175.0528234,1.625,2.0,2.0,-0.53,164.123,2.020321361,10.38703704,-1.088703704,6,18.31189916,5.689743398,0.0,0.0,0.0,24.53980033,6.420821623,14.21743732,33.60778363,0,0,0,1,1,0,0,0
3635,710.3413577,12.05626199,7.089119243,10.08906631,6.602016779,8.012199133,5.029954204,2.422956523,61.40791835,47.36020569,507.9797611,1.214285714,1.958142857,2.285714286,-1.07,493.046,6.256229721,11.8170216,-5.255559657,11,12.33186756,21.33513764,0.0,17.69618563,6.420821623,15.64539425,24.9253249,31.96194817,50.65287037,0,0,1,1,1,0,0,0
3636,272.1315479,5.91279002,3.637744389,3.637744389,2.82036514,2.82036514,1.293523982,0.895229535,5.969305288,5.907179729,196.0583027,1.25,1.75,2.125,-1.32,184.059,1.948260709,10.74091167,-0.983263889,3,6.041840829,5.969305288,0.0,12.13273414,5.917972929,11.75255023,6.041840829,11.21535881,39.66666667,1,1,1,0,0,0,1,1
3637,224.5224119,5.91279002,3.633935872,6.091315503,3.117950659,4.578117264,1.534672571,0.874807329,12.07327168,6.420821623,204.0898776,1.375,1.75,2.25,-0.61,192.133,7.285016628,10.73511669,-1.406296296,4,6.041840829,5.969305288,0.0,19.38639965,6.420821623,5.969305288,25.3043057,4.794537184,51.5,1,1,0,0,0,1,0,1
3638,1817.969176,24.91094036,15.67536665,20.88682193,11.34334056,17.57212881,11.59111887,4.402408062,84.55497195,48.0281737,881.146903,1.090909091,1.709090909,2.345454546,-2.48,783.285,14.58400699,12.64438027,-5.585835866,30,36.25988634,23.46809137,25.60935935,0.0,37.09900013,69.14135342,160.5689459,50.69749222,108.2331294,0,0,1,1,0,0,0,0
3639,635.0746548,9.949160848,5.622886122,7.079025681,4.620355618,5.526831883,3.692321152,2.569694053,52.95816849,0.0,329.1627082,0.916666667,1.75,2.416666667,-1.85,306.212,8.669396755,11.51087065,-4.957220372,16,0.0,21.33513764,0.0,0.0,0.0,15.64539425,24.85665557,22.70133806,58.21413462,0,0,0,1,1,0,0,0
3640,118.9162238,4.180739213,2.392858618,2.392858618,1.599215731,1.599215731,0.908248291,0.362742857,12.07327168,12.38037619,130.0629942,1.142857143,1.714285714,2.142857143,-0.61,124.055,1.235986288,10.09483796,-1.049991969,4,6.286160523,0.0,0.0,6.9237372,6.066367069,5.969305288,0.0,4.794537184,23.16666667,0,0,1,1,0,0,0,0
3641,126.3715149,3.553418013,2.189532624,2.189532624,1.127304926,1.127304926,0.513893756,0.262560609,12.07327168,0.0,103.0633285,1.5,2.0,2.5,-0.86,94.049,1.3150909,9.645324074,-1.078703704,3,6.041840829,5.969305288,6.9237372,6.420821623,0.0,5.969305288,6.420821623,11.21535881,29.33333333,1,1,1,0,0,1,0,0
3642,1244.52903,18.04735027,10.56269755,10.56269755,8.845950121,9.074390955,5.66694287,3.207008741,59.93529911,19.13166998,569.2404777,0.875,1.625,2.0,-1.21,508.12,4.497659026,12.68046261,-5.096899118,14,24.35373999,29.43739666,0.0,0.0,0.0,40.98676491,24.85665557,28.42117772,50.24550926,1,1,1,0,1,0,0,0
3643,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.0,1.0,1.0,-0.08,32.067,-27.04,7.569444444,0.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,1,1,0,1,0,0
3644,144.5833771,5.125897658,3.56200947,3.56200947,2.719449317,2.719449317,1.86705949,1.081733811,0.0,25.86934683,149.0476785,1.545454546,2.090909091,2.454545455,-0.86,142.093,0.959498621,9.088287037,-0.710648148,4,0.0,0.0,0.0,6.420821623,13.46849361,5.783244946,25.3043057,4.794537184,34.16666667,0,0,1,1,0,0,0,0
3645,299.1712481,5.236382105,3.499645472,5.829901953,2.703541798,4.056780309,2.57206529,0.828834676,10.3994179,10.3994179,265.9592697,1.083333333,1.5,2.0,-0.05,257.119,5.074576074,10.405416,-4.479020141,7,0.0,10.3994179,0.0,0.0,0.0,10.3994179,0.0,10.3994179,6.410095306,0,0,0,0,1,1,0,0
3646,135.7744375,4.16390246,3.637143913,3.637143913,2.427411095,2.427411095,1.507704509,0.586622196,23.40616819,0.0,154.0266087,1.375,2.0,2.5,-0.61,148.073,5.154841685,10.37272298,-1.002013889,5,6.041840829,5.969305288,0.0,13.8474744,6.9237372,5.969305288,25.3043057,4.794537184,26.83333333,1,1,0,1,1,0,0,0
3647,521.6438224,8.517455851,5.445851092,6.046924092,4.912366833,7.036836457,3.670527891,1.624730989,57.75434129,0.0,589.0822384,0.85,1.65,2.35,-1.27,529.024,6.947796759,11.81620983,-5.638865702,17,36.62379833,27.30444293,0.0,0.0,0.0,23.46809137,24.85665557,31.57701771,46.99300633,0,0,0,1,1,0,0,1
3648,146.2188491,5.574586063,3.377637004,3.377637004,2.179722837,2.179722837,1.191198503,0.757240859,5.969305288,13.02770359,152.0473441,1.4,1.8,2.1,-0.57,144.085,5.869198966,10.1911352,-0.985943405,3,0.0,5.969305288,0.0,13.8474744,6.544756406,5.969305288,13.8474744,4.794537184,30.0,1,1,1,0,0,1,0,1
3649,170.3657024,5.574586063,3.56200947,3.56200947,2.006066571,2.006066571,1.86705949,0.95517236,12.01114612,11.31296333,196.0583027,1.416666667,2.0,2.416666667,-1.55,184.059,2.567880776,10.27215372,-1.628518519,5,0.0,5.969305288,0.0,18.19910121,6.420821623,11.75255023,12.46266245,4.794537184,33.33333333,1,1,1,1,0,0,0,0
3650,247.8474159,5.365190624,3.148569497,3.148569497,2.427411095,4.795079595,2.60661645,1.047654296,32.86745278,0.0,204.0898776,1.666666667,1.916666667,2.166666667,-0.09,203.022,6.439637234,10.26175926,-4.659604381,10,11.7292271,7.822697123,0.0,0.0,0.0,7.822697123,0.0,13.8256584,54.33333333,0,0,1,0,1,0,0,0
